0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,991.9,1018.0,--,6.0,2.8,7.5,80,5.2,西北西,,,--,--,,,20.0
2,992.0,1018.2,--,4.9,1.4,6.8,78,5.5,西,,,--,--,,,20.0
3,992.2,1018.5,--,4.2,0.0,6.1,74,5.3,西,,,--,--,,,20.0
4,992.4,1018.7,--,3.9,-0.9,5.7,71,4.5,西,,,--,--,,,20.0
5,993.2,1019.6,0.0,3.7,-1.1,5.7,71,3.3,西,,,--,--,,,20.0
6,993.5,1019.9,0.0,3.2,-1.4,5.5,72,1.9,西,,,--,--,,,20.0
7,993.5,1019.9,--,3.3,-1.6,5.4,70,2.6,北西,0.0,,--,--,,,20.0
8,993.8,1020.2,--,3.3,-1.4,5.5,71,1.6,北北東,0.0,,--,--,,,20.0
9,993.4,1019.8,0.0,3.6,-0.6,5.9,74,2.3,北東,0.0,,--,--,,,20.0
10,993.9,1020.4,0.0,3.1,-1.4,5.5,72,3.3,西南西,0.0,,--,--,,,20.0
11,994.0,1020.6,0.0,2.1,0.0,6.1,86,2.5,西,0.0,,--,--,,,4.63
12,993.6,1020.3,1.5,0.8,0.4,6.3,97,0.9,南西,0.0,,--,--,,,0.84
13,992.5,1019.1,0.5,1.3,0.5,6.3,94,0.6,西北西,0.0,,--,--,,,3.71
14,992.6,1019.2,1.0,1.2,0.8,6.5,97,1.0,南南西,0.0,,--,--,,,1.85
15,992.3,1018.9,0.5,1.7,0.7,6.4,93,1.2,北西,0.0,,--,--,,,12.6
16,992.5,1019.1,0.0,1.9,0.1,6.2,88,2.5,北西,0.0,,--,--,,,20.0
17,992.6,1019.2,0.0,1.1,0.1,6.2,93,1.5,西北西,0.0,,--,--,,,3.55
18,992.6,1019.2,0.0,1.2,-0.2,6.0,90,0.5,東,0.0,,--,--,,,20.0
19,992.9,1019.5,--,1.4,-0.4,6.0,88,1.4,東,,,--,--,,,20.0
20,992.8,1019.4,--,1.7,-0.5,5.9,85,1.1,北北東,,,--,--,,,20.0
21,993.1,1019.7,--,1.5,-0.7,5.8,85,1.5,北東,,,--,--,,,20.0
22,993.0,1019.6,--,1.3,-0.8,5.8,86,0.9,東北東,,,--,--,,,20.0
23,992.8,1019.4,--,1.4,-0.4,6.0,88,0.8,南東,,,--,--,,,20.0
24,992.9,1019.5,--,1.5,-0.3,6.0,88,0.4,北東,,,--,--,,,20.0
