0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,996.4,1023.3,--,-0.4,-0.4,5.9,100,0.9,南,,,--,5,,,0.56
2,995.8,1022.7,--,-1.1,-1.1,5.6,100,1.1,南南西,,,--,5,,,0.48
3,995.3,1022.2,--,-1.1,-1.1,5.6,100,0.6,東,,,--,5,,,0.7
4,995.1,1022.1,--,-1.6,-1.6,5.4,100,1.1,北西,,,--,5,,,0.18
5,994.7,1021.7,--,-2.3,-2.3,5.2,100,0.5,北北東,,,--,5,,,0.16
6,995.1,1022.1,--,-2.0,-2.0,5.3,100,0.6,東北東,,,--,5,,,0.18
7,994.7,1021.7,--,-1.6,-1.6,5.4,100,0.4,東南東,0.0,,--,5,,,3.26
8,994.7,1021.6,--,-1.3,-1.3,5.6,100,1.2,北西,0.0,,--,5,,,4.3
9,995.2,1022.0,0.0,-0.2,-0.3,6.0,99,1.8,北東,0.2,,--,5,,,8.41
10,995.5,1022.2,0.0,1.5,0.8,6.5,95,1.5,北北西,0.3,,--,4,,,11.6
11,995.8,1022.3,0.5,2.8,1.6,6.9,92,1.9,北東,0.0,,--,3,,,11.4
12,995.9,1022.4,0.0,3.8,2.6,7.4,92,2.5,北,0.0,,--,3,,,10.7
13,995.8,1022.2,1.0,4.7,3.1,7.6,89,3.6,西北西,0.0,,--,2,,,15.8
14,996.1,1022.4,0.0,5.5,2.9,7.5,83,3.1,西北西,0.0,,--,1,,,6.06
15,996.6,1022.8,0.0,6.9,1.8,7.0,70,5.4,北西,0.3,,--,1,,,7.12
16,997.5,1023.8,0.0,6.1,1.8,7.0,74,4.3,北北西,0.7,,--,--,,,7.15
17,998.8,1025.2,0.0,4.6,2.3,7.2,85,4.3,北西,0.0,,--,--,,,7.51
18,999.5,1026.0,0.0,4.3,1.8,7.0,84,3.9,北西,0.0,,--,--,,,9.15
19,999.8,1026.3,0.0,4.1,1.5,6.8,83,3.6,北西,,,--,--,,,9.06
20,999.9,1026.5,--,3.8,0.9,6.5,81,1.9,西北西,,,--,--,,,9.21
21,1000.7,1027.3,--,3.8,0.7,6.4,80,0.9,西南西,,,--,--,,,10.0
22,1001.1,1027.7,--,3.9,0.4,6.3,78,0.5,北西,,,--,--,,,12.1
23,1001.6,1028.2,--,4.1,0.3,6.2,76,1.9,西北西,,,--,--,,,14.2
24,1001.6,1028.2,--,3.6,0.1,6.2,78,3.4,北西,,,--,--,,,14.4
