0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,996.3,1023.0,--,1.7,0.0,6.1,88,0.7,西,,,--,--,,,20.0
2,996.6,1023.4,--,0.7,-0.4,5.9,92,0.5,南南東,,,--,--,,,20.0
3,996.8,1023.7,--,-0.3,-1.4,5.5,92,1.2,南南西,,,--,--,,,20.0
4,996.7,1023.6,--,-0.8,-1.8,5.4,93,0.6,東南東,,,--,--,,,20.0
5,997.3,1024.3,--,-1.1,-1.9,5.3,94,0.9,北北西,,,--,--,,,20.0
6,997.6,1024.6,--,-1.3,-1.9,5.3,96,0.9,西南西,0.0,,--,--,,,18.4
7,998.0,1024.9,--,-0.3,-1.6,5.4,91,1.1,西北西,0.3,,--,--,,,20.0
8,998.7,1025.3,--,2.8,-0.6,5.8,78,0.4,西北西,1.0,,--,--,,,20.0
9,999.0,1025.4,--,5.1,0.7,6.4,73,1.0,北北東,1.0,,--,--,,,20.0
10,998.6,1024.6,--,8.9,1.8,7.0,61,1.6,北北東,1.0,,--,--,,,20.0
11,998.2,1023.7,--,13.7,0.7,6.4,41,3.7,北,1.0,,--,--,,,20.0
12,997.1,1022.4,--,15.4,-0.8,5.8,33,4.0,北北西,1.0,,--,--,,,20.0
13,996.3,1021.5,--,16.5,-0.7,5.8,31,3.9,北西,1.0,,--,--,,,20.0
14,995.9,1021.1,--,16.9,-2.2,5.2,27,4.0,北北西,1.0,,--,--,,,20.0
15,995.5,1020.7,--,16.7,-3.9,4.6,24,3.9,北,1.0,,--,--,,,20.0
16,995.2,1020.4,--,16.5,-4.1,4.5,24,3.4,北北西,1.0,,--,--,,,20.0
17,995.4,1020.7,--,15.2,-2.7,5.0,29,3.1,北,1.0,,--,--,,,20.0
18,995.8,1021.4,--,12.3,-0.9,5.7,40,1.0,北北東,0.4,,--,--,,,20.0
19,996.2,1022.1,--,9.9,0.8,6.5,53,1.1,南南東,,,--,--,,,20.0
20,996.9,1022.9,--,8.3,0.5,6.4,58,0.9,東南東,,,--,--,,,20.0
21,997.0,1023.1,--,8.1,-0.4,5.9,55,1.5,東北東,,,--,--,,,20.0
22,996.6,1022.8,--,6.7,0.4,6.3,64,1.5,西南西,,,--,--,,,20.0
23,996.7,1023.0,--,5.5,0.3,6.2,69,0.7,南南東,,,--,--,,,20.0
24,996.5,1022.9,--,4.4,0.6,6.4,76,1.2,西,,,--,--,,,20.0
